Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Type,Toe Shape,Fastening and Back Detail,Pattern,Occasion,Ornamentation,Ankle Height,Sole Material,Warranty
Anouk,Women One Toe Flats,₹650,MRP ₹2099,(69% OFF),4.7,10 Ratings,"A pair of black one toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Round Toe,No Back Strap,Woven Design,Casual,,Regular,TPR,
Shezone,Ethnic Embellished Open Toe Flats,₹1499,MRP ₹2999,(50% OFF),4.2,312 Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Ethnic - Embellished,Regular,Rubber,1 month
JM Looks,Embellished Square Toe Ethnic Ballerinas,₹957,MRP ₹1995,(52% OFF),4.5,1.6k Ratings,"A pair of peach-coloured ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Square Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,TPR,1 month
Allen Solly,Women Ballerinas With Knot Detail,₹1595,MRP ₹1899,(16% OFF),4.2,18 Ratings,"A pair of yellow ballerinas
Upper Material: pu
Cushioned footbed
Knot detail
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,,Regular,TPR,6 months
Mochi,Women Brown Leather Ballerinas with Laser Cuts,₹1488,MRP ₹2290,(35% OFF),4.4,248 Ratings,"A pair of ballerinas
Upper Material: leather
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,Laser Cuts,Regular,TPR,1 month
Vishudh,Women Black Textured T-Strap Flats with Laser Cuts,₹508,MRP ₹998,(49% OFF),4.1,3.7k Ratings,"A pair of black t-strap flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty:",T-Strap Flats,Round Toe,No Back Strap,Textured,Casual,Laser Cuts,Regular,TPR,
Shoetopia,Women Ethnic T-Strap Flats,₹699,MRP ₹1999,(65% OFF),4.3,89 Ratings,"A pair of copper-toned t-strap flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",T-Strap Flats,Open Toe,Backstrap,Solid,Ethnic,Western - Embellished,Regular,TPR,
DEAS,Women Black Mules Flats,₹799,MRP ₹999,(20% OFF),4.2,8k Ratings,"A pair of mules, has a regular styling
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Mules,Round Toe,Backstrap,Solid,Casual,,Regular,PVC,
DressBerry,Tan Open Toe Gladiators With Lace Ups,₹799,MRP ₹2499,(68% OFF),4,425 Ratings,"A pair of tan open toe gladiators,lace-ups details
Upper Material: synthetic patent
Cushioned footbed
Textured and patterned outsole",Gladiators,Open Toe,Lace-Ups,Solid,Casual,,Regular,TPR,
Anouk,White & Gold-Toned Embroidered Open Toe Flats,₹629,MRP ₹1499,(58% OFF),4,517 Ratings,"A pair of white & gold-toned embroidered open toe flats
Upper material: pu
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Ethnic,Embroidered,Regular,PVC,
DressBerry,Women Grey Textured Open Toe Flats With Laser Cuts,₹799,MRP ₹1499,(Rs. 700 OFF),4.2,710 Ratings,"A pair of grey open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Textured,Casual,Laser Cuts,Regular,PVC,1 month
Metro,Women Open Toe Flats with Laser Cuts,₹1259,MRP ₹2290,(45% OFF),4.2,538 Ratings,"A pair of open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,Laser Cuts,Regular,PU,1 month
DressBerry,Women Slip-On Ballerinas With Western-Embellished,₹1119,MRP ₹2199,(Rs. 1080 OFF),4.1,657 Ratings,"A pair of black ballerinas
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Solid,Casual,Western - Embellished,Regular,TPR,
Shoetopia,Women Colourblocked Pointed Toe Suede Mules With Bows,₹689,MRP ₹1499,(54% OFF),4,504 Ratings,"A pair of cream-coloured & black Mules 
Upper Material: suede
Cushioned footbed
Textured and patterned outsole",Mules,Pointed Toe,Buckle,Colourblocked,Casual,Bows,Regular,TPR,
Allen Solly,Women Peach-Coloured Solid Ballerinas with Metallic Detail,₹1679,MRP ₹1999,(16% OFF),4.3,53 Ratings,"A pair of peach-coloured solid ballerinas with metallic detail 
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,,Regular,TPR,6 months
Roadster,The Lifestyle Co. Women Open Toe Flats,₹799,MRP ₹2499,(Rs. 1700 OFF),4.2,207 Ratings,"A pair of  cream-colored open-toe flats 
Synthetic leather upper material
Cushioned footbed
Patterned TPR outsole
Warranty: 1 Month
Warranty provided by brand/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Mid-Top,TPR,1 month
Lavie,Buckle Detail One Toe Flats,₹874,MRP ₹2499,(65% OFF),4.3,81 Ratings,"A pair of white buckle detail one toe flats
Pu upper
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,EVA,
House of Pataudi,Women Embellished Ethnic Mojaris,₹1775,MRP ₹3699,(52% OFF),4.8,21 Ratings,"A pair of green and gold toned embellished mojaris, has regular styling with slip-on closure
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Comes with shoe bag

Disclaimer: This product has been crafted by hand and may have slight irregularities in print, embroidery, or colour between individual products.",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,Leather,
CAI,Embellished Double Crossed Pearl Flats,₹1407,MRP ₹2199,(36% OFF),4.7,53 Ratings,"A pair of nude-coloured embellished open toe flats
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Synthetic,
Truffle Collection,Women Printed Gladiators Flats,₹1499,MRP ₹2999,(50% OFF),4.1,28 Ratings,"A pair of white gladiators
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Gladiators,Round Toe,Velcro,Printed,Casual,,Regular,Synthetic,
Mochi,Textured One Toe Flats,₹1494,MRP ₹2490,(40% OFF),4.2,85 Ratings,"A pair of grey textured one toe flats
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",One Toe Flats,Open Toe,Slip-On,Textured,Casual,Laser Cuts,Regular,TPR,1 month
DressBerry,Black Pointed Toe Ballerinas,₹699,MRP ₹1399,(Rs. 700 OFF),4.2,1.1k Ratings,"A pair of black ballerinas
Upper material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,,Regular,PVC,1 month
DressBerry,Black Strappy One Toe Flats,₹599,MRP ₹2199,(Rs. 1600 OFF),4.1,43 Ratings,"A pair of black strappy one toe flats
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,TPR,
Allen Solly,Women Mules,₹1658,MRP ₹2099,(21% OFF),4.5,38 Ratings,"A pair of rust orange mules
Upper Material: PU
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Mules,Pointed Toe,Backstrap,Solid,Casual,,Regular,TPR,6 months
Anouk,Ethnic Embellished One Toe Flats,₹589,MRP ₹1299,(Rs. 710 OFF),4.1,561 Ratings,"A pair of gold-toned one toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Solid,Ethnic,Ethnic - Embellished,Regular,PVC,
El Paso,Women T-Strap Flats with Buckles,₹799,MRP ₹2899,(Rs. 2100 OFF),4,57 Ratings,"A pair of tan t-strap flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand /anufacturer",T-Strap Flats,Open Toe,Buckle,Solid,Casual,Buckles,Regular,EVA,3 months
Lavie,Round Open Toe Flats With Buckles,₹899,MRP ₹2499,(64% OFF),4.9,8 Ratings,"A pair of black open toe flats
Upper Material: pu
Cushioned footbed
Solidand patterned outsole",Open Toe Flats,Round Toe,Backstrap,Solid,Casual,Buckles,Regular,EVA,
Mochi,Women Open Toe Flats,₹1194,MRP ₹1990,(40% OFF),4.4,179 Ratings,"A pair of open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Woven Design,Casual,Western - Embellished,Regular,PU,1 month
Anouk,Textured Open Toe Flats,₹589,MRP ₹1299,(Rs. 710 OFF),3.9,622 Ratings,"A pair of copper-toned open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Slip-On,Textured,Ethnic,,Regular,PVC,
Mast & Harbour,Women Ballerinas with Bows Flats,₹899,MRP ₹2499,(Rs. 1600 OFF),4.4,270 Ratings,"A pair of nude-coloured ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,Bows,Mid-Top,TPR,1 month
Mochi,Women Tan Brown Printed Open Toe Flats,₹929,MRP ₹1690,(45% OFF),4.3,537 Ratings,"A pair of open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Printed,Casual,,Regular,TPR,1 month
Shoetopia,Women Twisted Open Toe Flats With Backstrap,₹699,MRP ₹1999,(65% OFF),4.2,951 Ratings,"A pair of pink open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,,Regular,TPR,
GNIST,Women Embellished Open Toe Flats,₹1299,MRP ₹2499,(Rs. 1200 OFF),4.7,7 Ratings,"A pair of white open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days
Warranty provided by brand owner/manufacturer",Open Toe Flats,Square Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,TPR,14 days
Retro Walk,Embellished Ethnic Mojaris,₹799,MRP ₹1999,(60% OFF),4.3,326 Ratings,"A pair of white and gold-toned mojaris
Upper material: mesh
Cushioned footbed
Textured and patterned outsole
Warranty: 7 days
Warranty provided by brand owner/manufacturer",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,PVC,7 days
Mochi,Women Open Toe Flats,₹819,MRP ₹1490,(45% OFF),4.1,330 Ratings,"A pair of open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Square Toe,Ankle Loop,Solid,Casual,Western - Embellished,Regular,Resin,1 month
Allen Solly,Women Snake Skin Textured Cross Straps Open Toe Flats,₹1479,MRP ₹1999,(26% OFF),4.1,38 Ratings,"A pair of blue snake skin textured open toe flats
Has regular styling and no backstrap 
Upper Material: PU
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Textured,Casual,,Regular,TPR,6 months
Metro,Printed Leather One Toe Flats,₹1374,MRP ₹2290,(40% OFF),4.5,81 Ratings,"A pair of maroon open toe flats
Leather upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Open Toe Flats,Open Toe,Velcro,Printed,Casual,,Regular,TPR,1 month
Shoetopia,Women Blue Embellished Ballerinas,₹699,MRP ₹999,(30% OFF),4.3,2.3k Ratings,"A pair of blue round-toe flats, has regular styling, slip-on detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Embellished,Casual,Bows,Regular,TPR,
Anouk,Textured Open Toe Flats,₹589,MRP ₹1499,(Rs. 910 OFF),4.3,450 Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Square Toe,No Back Strap,Textured,Casual,,Regular,PVC,
House of Pataudi,Women Embellished Ethnic Mojaris,₹1775,MRP ₹3699,(52% OFF),4.8,13 Ratings,"A pair of black and gold toned embellished mojaris, has regular styling with slip-on closure
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Comes with a shoe bag

Disclaimer: This product has been crafted by hand and may have slight irregularities in print, embroidery, or colour between individual products.",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,Leather,
Van Heusen,Women Textured Ballerinas,₹1299,MRP ₹1999,(35% OFF),4.4,30 Ratings,"A pair of coffee brown textured ballerinas, has slip-on closure
Upper Material: PU
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Slip-On,Textured,Casual,,Regular,Neolite,
Mochi,Women Black T-Strap Flats,₹819,MRP ₹1490,(45% OFF),4.2,834 Ratings,"A pair of black t-strap flats, has regular ankle height and no back strap detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by the brand/manufacturer",T-Strap Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,TPR,1 month
Shezone,Women Cream-Coloured Ballerinas Flats,₹699,MRP ₹1499,(Rs. 800 OFF),4.1,2.5k Ratings,"A pair of cream-coloured ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,,Regular,TPU,1 month
Shoetopia,Colourblocked T-Strap Flats,₹799,MRP ₹1999,(60% OFF),4.2,242 Ratings,"A pair of pink colourblocked t-strap flats
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole",T-Strap Flats,Open Toe,No Back Strap,Colourblocked,Casual,,Regular,TPR,
Mochi,Women Black Embellished T-Strap Flats,₹1245,MRP ₹2490,(50% OFF),4.2,293 Ratings,"A pair of black t-strap flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",T-Strap Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,PU,1 month
Marc Loire,Women Grey Open Toe Flats with Bows,₹1097,MRP ₹1995,(45% OFF),4.2,582 Ratings,"A pair of grey open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Buckle,Solid,Casual,Bows,Regular,EVA,
House of Pataudi,Women Mirror Work Embellished Ethnic Mojaris,₹1775,MRP ₹3699,(52% OFF),4.8,17 Ratings,"A pair of pink and silver toned mirror work embellished mojaris, has regular styling with slip-on closure
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Comes with a shoe bag

Disclaimer: This product has been crafted by hand and may have slight irregularities in print, embroidery, or colour between individual products.",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,Leather,
AfroJack,Women T-Strap Patina Leather Flats,₹999,MRP ₹4995,(80% OFF),3,5 Ratings,"A pair of black t-strap flats
Upper Material: leather
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",T-Strap Flats,Open Toe,Slip-On,Solid,Casual,Buckles,Regular,EVA,3 months
Roadster,The Lifestyle Co Women Buckle Detail Open Toe Flats,₹599,MRP ₹1499,(60% OFF),4,69 Ratings,"A pair of black one toe flats
Upper Material: synthetic patent
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,Slip-On,Solid,Casual,Buckles,Regular,TPR,
Shoetopia,Women Twisted Open Toe Flats With Backstrap,₹699,MRP ₹1999,(65% OFF),4.2,954 Ratings,"A pair of black & brown open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,,Regular,TPR,
Anouk,Women Black Braided One Toe Flats,₹854,MRP ₹1899,(55% OFF),4.2,2.1k Ratings,"A pair of black braided open-toed flats, has regular styling, no back strap detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",One Toe Flats,Open Toe,No Back Strap,Woven Design,Ethnic,,Regular,TPR,1 month
Metro,Women Pink Open Toe Flats,₹929,MRP ₹1690,(45% OFF),4.4,646 Ratings,"A pair of pink
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,Rubber,1 month
Marc Loire,Textured Double Strap Open Toe Flats,₹1487,MRP ₹1599,(7% OFF),4.1,590 Ratings,"A pair of cream-coloured textured double strap open toe flats
Upper material: pu
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Velcro,Textured,Casual,,Regular,Rubber,
Bata comfit,No Back Strap Open Toe Flats,₹1444,MRP ₹1699,(15% OFF),4.1,60 Ratings,"A pair of tan brown open toe flats
Upper Material: Synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,TPR,
CAI,Women T Strap Flats,₹1393,MRP ₹1699,(18% OFF),3.5,16 Ratings,"A pair of black t-strap flats
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",T-Strap Flats,Round Toe,Backstrap,Colourblocked,Casual,Buckles,Regular,Synthetic,
Mochi,Women Grey Open Toe Flats,₹819,MRP ₹1490,(45% OFF),4.4,979 Ratings,"A pair of grey open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Backstrap,Textured,Casual,,Regular,TPR,1 month
Shoetopia,Women Black Solid T-Strap Flats,₹699,MRP ₹999,(30% OFF),4,1.4k Ratings,"A pair of black open-toed flats, has regular styling, backstrap detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",T-Strap Flats,Open Toe,Backstrap,Solid,Casual,,Regular,TPR,
Allen Solly,Women Open Toe Flats,₹1026,MRP ₹1299,(21% OFF),4.2,252 Ratings,"A pair of dusty pink open toe flats, has regular styling, no back strap
Upper Material: PU
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,Rubber,6 months
Mochi,Women Embellished Open Toe Flats,₹1183,MRP ₹1690,(30% OFF),4.1,61 Ratings,"A pair of gold-toned open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Synthetic,1 month
DressBerry,Pink & Silver Toned Embellished Open Toe Flats,₹599,MRP ₹1499,(60% OFF),4.4,4k Ratings,"A pair of pink & silver toned open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,PVC,
Metro,Cross Strap Open Toe Flats With Backstrap,₹1293,MRP ₹1990,(35% OFF),4.1,71 Ratings,"A pair of black & gold toned open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,,Regular,Resin,1 month
Mochi,Embellished Ethnic One Toe Flats,₹1259,MRP ₹2290,(45% OFF),4.7,200 Ratings,"A pair of gold-toned one toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",One Toe Flats,Open Toe,No Back Strap,Embellished,Ethnic,Ethnic - Embellished,Regular,Resin,1 month
Denill,Buckled Open Toe T-Strap Flats,₹799,MRP ₹1999,(60% OFF),4.2,129 Ratings,"A pair of peach-coloured t-strap flats
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole",T-Strap Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,PU,
DressBerry,Nude Coloured Textured Pointed Toe Ballerinas,₹699,MRP ₹1799,(Rs. 1100 OFF),4,96 Ratings,"A pair of nude-coloured pointed toe textured ballerinas
Upper Material: synthetic suede
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand manufacturer",Ballerinas,Pointed Toe,Slip-On,Textured,Casual,,Regular,TPR,1 month
Anouk,Embellished Open Toe Flats,₹594,MRP ₹1699,(65% OFF),4.3,389 Ratings,"A pair of black Embellished open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Ethnic - Embellished,Regular,Rubber,
HERE&NOW,Women Silver-Toned Open Toe Flats with Buckles,₹773,MRP ₹2495,(69% OFF),3.8,5.1k Ratings,"A pair of silver-toned open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,Rubber,
Mast & Harbour,Tan Brown Textured Buckle Detail Ballerinas,₹799,MRP ₹2299,(Rs. 1500 OFF),4.1,147 Ratings,"A pair of tan brown textured buckle detail ballerinas
Upper material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Textured,Casual,Buckles,Regular,TPR,1 month
Shoetopia,Women White Gladiators Flats,₹687,MRP ₹1495,(54% OFF),3.9,916 Ratings,"A pair of White Gladiators Flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Gladiators,Round Toe,Zip,Solid,Casual,,Mid-Top,TPR,
AfroJack,Afrojack Women Leather Open Toe Flats,₹999,MRP ₹4995,(80% OFF),3.9,372 Ratings,"A pair of black buckle detailed open toe flats
Leather upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Round Toe,Buckle,Solid,Casual,Buckles,Regular,EVA,3 months
